carrier,from_airport,to_airport,,long,lat,wac
CA,Cache Creek,CAZ5,,-121.316667,50.783333,2034
CA,Cold Lake Regional,CEN5,,-110.26861,54.477501,1786
CA,Hinton Jasper Hinton,CEC4,,-117.753056,53.319168,4026
CA,Taber,CED5,,-112.185,49.826668,2648
CA,Tofino,CYAZ,,-125.7725,49.082222,80
CA,Salmon Arm,CZAM,,-119.228611,50.682777,1751
CA,Bow Island,CEF3,,-111.33334,49.883335,2634
CA,Kenora,CYQK,,-94.363056,49.788334,1332
CA,Amos Magny,CYEY,,-78.249722,48.563889,1068
CA,Prince Albert Glass Field,CYPA,,-105.672778,53.214167,1405
CA,Fogo,CDY3,,-54.2375,49.6575,80
CA,Uranium City,CYBE,,-108.481389,59.561389,1044
CA,Morden,CJA3,,-98.059166,49.210278,950
CA,Ear Falls,CYMY,,-93.383611,50.717777,1269
CA,Lillooet,CAR3,,-121.89361,50.674721,1320
CA,Pincher Creek,CZPC,,-113.997222,49.520556,3903
CA,Fort Simpson,CYFS,,-121.236525,61.760153,555
CA,St Paul,CEW3,,-111.380278,53.993332,2147
CA,Trenton,CYTN,,-62.621111,45.611944,319
CA,Fredericton,CYFC,,-66.537222,45.868889,68
CA,Stettler,CEJ3,,-112.75389,52.310001,2686
CA,Hamilton,CYHM,,-79.935,43.173611,780
CA,Havre St Pierre,CYGV,,-63.611389,50.281944,124
CA,Edmonton Intl,CYEG,,-113.579722,53.309723,2373
CA,Dryden Rgnl,CYHD,,-92.744167,49.831667,1354
CA,Pemberton,CYPS,,-122.737778,50.3025,670
CA,Thetford Mines,CSM3,,-71.257222,46.051666,1408
CA,Kuujjuaq,CYVP,,-68.426944,58.096111,129
CA,Manning,CFX4,,-117.644167,56.950832,1612
CA,Calgary Springbank,CYBW,,-114.374444,51.103056,3939
CA,De Winton South Calgary,CEH4,,-113.824444,50.821945,3355
CA,Drummondville,CSC3,,-72.394722,45.845278,365
CA,Maple Creek,CJQ4,,-109.475,49.895832,2517
CA,Ponoka Industrial,CEH3,,-113.605833,52.651667,2669
CA,Consort,CFG3,,-110.75,52.016666,2499
CA,Stephenville,CYJT,,-58.549999,48.544167,80
CA,Puntzi Mountain,CYPU,,-124.144722,52.112778,2985
CA,Canadian Rockies Intl,CYXC,,-115.781944,49.612222,3084
CA,Niagara District,CYSN,,-79.171667,43.191666,321
CA,Windsor,CYQG,,-82.955556,42.275556,622
CA,Swan Hills,CEM5,,-115.414722,54.670834,3473
CA,Brandon Muni,CYBR,,-99.951944,49.91,1343
CA,Florenceville,CCR3,,-67.628056,46.426111,508
CA,Mont Joli,CYYY,,-68.208056,48.608612,172
CA,Cold Lake,CYOD,,-110.279444,54.404999,1775
CA,Geraldton Greenstone Regional,CYGQ,,-86.939445,49.778332,1144
CA,Elliot Lake Muni,CYEL,,-82.561389,46.351389,1087
CA,Castor,CER2,,-111.93333,52.216667,2704
CA,Sault Ste Marie,CYAM,,-84.509445,46.485001,630
CA,St Thomas Muni,CYQS,,-81.110832,42.77,778
CA,Hornepayne Muni,CYHN,,-84.758888,49.193056,1099
CA,Wynyard,CYYO,,-104.169167,51.809166,1740
CA,Valemount,CAH4,,-119.334444,52.853333,2615
CA,Dawson Creek,CYDQ,,-120.183,55.742333,2148
CA,St Bruno De Guigues,CTA4,,-79.418056,47.449167,820
CA,Lester B Pearson Intl,CYYZ,,-79.630556,43.677223,569
CA,Kyle,CJB8,,-108.07,50.833332,2175
CA,Boundary Bay,CZBB,,-123.012222,49.074167,5
CA,Yarmouth,CYQI,,-66.088056,43.826944,141
CA,Beaverlodge,CEU2,,-119.4475,55.184166,2289
CA,Erickson Muni,CKQ6,,-99.897778,50.499444,2114
CA,Trois Rivieres,CYRQ,,-72.679444,46.352779,199
CA,Innisfail,CEM4,,-114.0275,52.078611,3017
CA,Saskatoon J G Diefenbaker Intl,CYXE,,-106.699722,52.170834,1653
CA,Gander Intl,CYQX,,-54.568056,48.936944,496
CA,Bella Coola,CYBD,,-126.595833,52.387501,117
CA,Brantford,CYFD,,-80.342499,43.13139,815
CA,Moosonee,CYMO,,-80.607778,51.291111,30
CA,St Georges,CYSG,,-70.714722,46.096389,893
CA,Lynn Lake,CYYL,,-101.07611,56.863888,1170
CA,Kirkland Lake,CYKX,,-79.981389,48.210278,1157
CA,St Honore,CYRC,,-71.050556,48.520833,543
CA,Fairmont Hot Springs,CYCZ,,-115.873333,50.330278,2661
CA,Lourdes De Blanc Sablon,CYBX,,-57.185278,51.443611,121
CA,Zama Lake,CFT9,,-118.889722,59.063889,1242
CA,Montmagny,CSE5,,-70.515833,47.001389,37
CA,Kapuskasing,CYYU,,-82.4675,49.413889,743
CA,La Grande Riviere,CYGL,,-77.704167,53.625278,639
CA,Nakusp,CAQ5,,-117.812778,50.266388,1689
CA,Whitecourt,CYZU,,-115.786667,54.14389,2567
CA,Deer Lake,CYDF,,-57.391388,49.210833,72
CA,Maniwaki,CYMW,,-75.990556,46.272778,656
CA,Sandspit,CYZP,,-131.813833,53.254333,21
CA,Hay River,CYHY,,-115.782778,60.839722,543
CA,Spirit River,CFS5,,-118.839722,55.783611,2044
CA,Moose Jaw Air Vice Marshal C M Mcewen,CYMJ,,-105.559167,50.330278,1892
CA,High River,CEN4,,-113.833333,50.533333,3431
CA,Fort St John,CYXJ,,-120.740278,56.238056,2280
CA,Drumheller Muni,CEG4,,-112.74861,51.496389,2597
CA,Powell River,CYPW,,-124.499167,49.847778,369
CA,Lacombe,CEG3,,-113.712222,52.488333,2783
CA,Val D Or,CYVO,,-77.782778,48.053333,1107
CA,Summerside,CYSU,,-63.833611,46.440556,56
CA,Bella Bella Campbell,CBBC,,-128.156667,52.185,141
CA,Flin Flon,CYFO,,-101.681667,54.678055,997
CA,Whitehorse Intl,CYXY,,-135.067269,60.709553,2317
CA,Quesnel,CYQZ,,-122.510278,53.026112,1789
CA,Sioux Lookout,CYXL,,-91.905278,50.113889,1258
CA,Thunder Bay,CYQT,,-89.323889,48.371944,653
CA,City Centre,CYTZ,,-79.396167,43.627499,251
CA,Bromont,CZBM,,-72.741386,45.290833,375
CA,Cornwall Rgnl,CYCC,,-74.563332,45.092777,175
CA,Norman Wells,CYVQ,,-126.798219,65.281617,238
CA,Riviere Du Loup,CYRI,,-69.584722,47.764444,427
CA,Gatineau,CYND,,-75.563589,45.521694,211
CA,Fort Smith,CYSM,,-111.961944,60.020278,671
CA,St Johns Intl,CYYT,,-52.751945,47.61861,461
CA,Goose Bay,CYYR,,-60.425833,53.319168,160
CA,Burns Lake,CYPZ,,-125.951389,54.376389,2343
CA,Vernon,CYVK,,-119.330556,50.248056,1140
CA,Billy Bishop Rgnl,CYOS,,-80.8375,44.590279,1007
CA,Tisdale,CJY3,,-104.066667,52.836666,1525
CA,Wainwright,CYWV,,-110.8575,52.795834,2230
CA,Chapleau,CYLD,,-83.346667,47.82,1470
CA,Bonaventure,CYVB,,-65.460278,48.071111,123
CA,Iles De La Madeleine,CYGR,,-61.778056,47.424721,35
CA,Lebel Sur Quevillon,CSH4,,-77.017222,49.030278,960
CA,Altona Muni,CJL6,,-97.53389,49.094444,806
CA,Mont Tremblant Intl Inc,CYFJ,,-74.78,46.409444,827
CA,Dease Lake,CYDL,,-130.032222,58.422222,2600
CA,Lake Simcoe Rgnl,CNB9,,-79.555556,44.485279,968
CA,Reids Field,CPE4,,-80.232222,43.442778,1050
CA,St Leonard,CYSL,,-67.834722,47.157501,793
CA,Wabasca,CEE5,,-113.819167,55.961945,1820
CA,Campbell River,CYBL,,-125.270833,49.950832,346
CA,Texada Gillies Bay,CYGB,,-124.517778,49.694167,326
CA,Wiarton,CYVV,,-81.107222,44.745834,729
CA,Stratford Muni,CNM4,,-80.934444,43.415556,1215
CA,Kamloops,CYKA,,-120.444444,50.702222,1133
CA,Blue River,CYCP,,-119.283333,52.116667,2240
CA,Port Hardy,CYZT,,-127.366667,50.680556,71
CA,Trail,CAD4,,-117.609167,49.055556,1427
CA,Thompson,CYTH,,-97.864166,55.801111,729
CA,La Ronge,CYVC,,-105.261944,55.15139,1242
CA,Smithers,CYYD,,-127.182778,54.824722,1712
CA,Ignace Muni,CZUC,,-91.717778,49.429722,1435
CA,Carp,CYRP,,-76.022222,45.319168,382
CA,Iqaluit,CYFB,,-68.555832,63.75639,110
CA,Sydney,CYQY,,-60.047779,46.161388,203
CA,Mont Laurier,CSD4,,-75.577778,46.564444,815
CA,Foremost,CFD4,,-111.494444,49.483055,2909
CA,Estevan,CYEN,,-102.965833,49.210278,1905
CA,North Battleford,CYQW,,-108.24361,52.769167,1799
CA,Anahim Lake,CAJ4,,-125.303333,52.4525,3635
CA,Winnipeg Intl,CYWG,,-97.239886,49.910036,783
CA,Welland Niagara Central,CNQ3,,-79.324722,42.979168,586
CA,Revelstoke,CYRV,,-118.183333,50.966667,1459
CA,Sparwood Elk Valley,CYSW,,-114.883333,49.833332,3800
CA,Du Rocher Perce Pabok,CTG3,,-64.564444,48.383333,87
CA,Charlo,CYCL,,-66.330278,47.990833,132
CA,Yorkton Muni,CYQV,,-102.461667,51.264721,1635
CA,Drayton Valley Industrial,CER3,,-114.960278,53.265833,2776
CA,Hudsons Hope,CYNH,,-121.975833,56.035556,2220
CA,Saugeen Muni,CPN4,,-81.062778,44.158333,939
CA,Ottawa Macdonald Cartier Intl,CYOW,,-75.669167,45.3225,374
CA,Yellowknife,CYZF,,-114.440278,62.462778,675
CA,Rimouski,CYXK,,-68.496944,48.478056,82
CA,Matagami,CYNM,,-77.802778,49.761667,918
CA,Williams Lake,CYWL,,-122.054167,52.183056,3085
CA,Kingston,CYGK,,-76.596944,44.225277,305
CA,Fort Macleod,CEY3,,-113.416667,49.700001,3138
CA,Gimli Industrial Park,CYGM,,-97.043333,50.628056,753
CA,Fort Mcmurray,CYMM,,-111.221944,56.653333,1211
CA,Chevery,CYHR,,-59.636667,50.468889,39
CA,Alma,CYTF,,-71.641945,48.508888,445
CA,Tillsonburg,CNQ4,,-80.749722,42.926945,885
CA,Bagotville,CYBG,,-70.996391,48.330555,522
CA,Hearst Rene Fontaine Muni,CYHF,,-83.686111,49.714167,827
CA,Sorel,CSY3,,-73.042221,45.980278,76
CA,Chatham Kent,CNZ3,,-82.081944,42.306389,650
CA,Winterland,CCC2,,-55.329167,47.136944,156
CA,Lac A La Tortue,CSL3,,-72.630278,46.621667,434
CA,St Hubert,CYHU,,-73.416944,45.5175,90
CA,Shoal Lake,CKL5,,-100.60861,50.4575,1836
CA,Charlevoix,CYML,,-70.223892,47.5975,977
CA,Luseland,CJR2,,-109.374444,52.07,2300
CA,Grand Forks,CZGF,,-118.430556,49.015556,1720
CA,Buttonville Muni,CYKZ,,-79.37,43.862221,650
CA,Gore Bay Manitoulin,CYZE,,-82.567778,45.885277,635
CA,Hudson Bay,CYHB,,-102.31139,52.816666,1175
CA,London,CYXU,,-81.151111,43.033056,912
CA,Chipman,CCS4,,-65.904167,46.148611,65
CA,Golden,CYGE,,-116.982222,51.299167,2575
CA,Russell,CJW5,,-101.295,50.765833,1825
CA,Edmundston,CYES,,-68.481944,47.490555,490
CA,Camrose,CEQ3,,-112.815556,53.040279,2426
CA,Hanna,CEL4,,-111.904167,51.63139,2738
CA,Prince George,CYXS,,-122.678889,53.889444,2267
CA,Oyen Muni,CED3,,-110.49139,51.334167,2498
CA,Lac Du Bonnet,CYAX,,-96.01,50.294445,850
CA,Douglas Lake,CAL3,,-120.183333,50.166668,2700
CA,Edson,CYET,,-116.465,53.578888,3041
CA,Westlock,CES4,,-113.740833,54.142223,2214
CA,Medicine Hat,CYXH,,-110.720833,50.01889,2352
CA,Neepawa,CJV5,,-99.510556,50.232777,1277
CA,Watson Lake,CYQH,,-128.8225,60.116389,2255
CA,Mountain View,CPZ3,,-77.338056,44.069444,362
CA,Chilliwack,CYCW,,-121.93889,49.152779,32
CA,St Stephen,CCS3,,-67.250556,45.2075,96
CA,Lindsay,CNF4,,-78.78389,44.364723,882
CA,Tumbler Ridge,CBX7,,-120.934722,55.025,3075
CA,Mcewen,CCG4,,-64.768611,46.153889,214
CA,Pembroke,CYTA,,-77.251667,45.864445,529
CA,Mascouche,CSK3,,-73.598056,45.718611,75
CA,Fort Vermilion,CEZ4,,-115.950833,58.404167,836
CA,Sept Iles,CYZV,,-66.265556,50.223333,180
CA,Kelowna,CYLW,,-119.377778,49.956112,1409
CA,Swan River,CZJN,,-101.236389,52.120556,1100
CA,Houston,CAM5,,-126.783333,54.433334,2150
CA,Vegreville,CEV3,,-112.0275,53.514444,2072
CA,Buffalo Narrows,CYVT,,-108.4175,55.841944,1444
CA,Vanderhoof,CAU4,,-124.0125,54.046112,2225
CA,Pierre Elliott Trudeau Intl,CYUL,,-73.740833,45.470556,118
CA,Wawa,CYXZ,,-84.786667,47.966667,942
CA,Clearwater,CDJ4,,-66.828333,46.713333,1330
CA,St Anthony,CYAY,,-56.083056,51.391944,108
CA,Lachute,CSE4,,-74.370556,45.639444,221
CA,Masset,CZMT,,-132.125278,54.0275,25
CA,Slave Lake,CYZH,,-114.777222,55.293056,1912
CA,Qualicum Beach,CAT4,,-124.393889,49.337222,191
CA,Prince Rupert,CYPR,,-130.444722,54.28611,116
CA,Mackenzie,CYZY,,-123.132222,55.304444,2264
CA,Deloraine,CJJ4,,-100.500556,49.150556,1680
CA,Grande Cache,CEQ5,,-118.874444,53.916944,4117
CA,Oshawa,CYOO,,-78.895,43.922779,459
CA,Red Earth Creek,CEH5,,-115.274167,56.546389,1790
CA,Woodcock,CBQ8,,-128.233333,55.066666,537
CA,Chetwynd,CYCQ,,-121.626667,55.687222,2000
CA,Roberval,CYRJ,,-72.265556,48.52,586
CA,Victoriaville,CSR3,,-71.928889,46.112778,486
CA,Port Hawkesbury,CYPD,,-61.368056,45.656667,377
CA,Three Hills,CEN3,,-113.209167,51.696667,2975
CA,Deerhurst Resort,CDH1,,-79.15139,45.354168,1029
CA,Charlottetown,CYYG,,-63.121111,46.290001,160
CA,Tanquary Fiord,CJQ6,,-76.881668,81.409444,50
CA,Alert,CYLT,,-62.280556,82.517778,100
CA,Eureka,CYEU,,-85.814167,79.994722,256
CA,Resolute Bay,CYRB,,-94.969444,74.716944,215
CA,Nanisivik,CYSR,,-84.613611,72.982222,2106
CA,Pond Inlet,CYIO,,-77.966667,72.683334,181
CA,Clyde River,CYCY,,-68.516667,70.486111,87
CA,Hall Beach,CYUX,,-81.243611,68.776111,27
CA,Kugaaruk,CYBB,,-89.808056,68.534444,56
CA,Taloyoak,CYYH,,-93.576667,69.546667,92
CA,Gjoa Haven,CYHK,,-95.849722,68.635556,152
CA,Cambridge Bay,CYCB,,-105.138333,69.108055,90
CA,Sachs Harbour,CYSY,,-125.2425,71.993889,282
CA,Paulatuk,CYPC,,-124.05861,69.361111,18
CA,Ulukhaktok Holman,CYHI,,-117.806111,70.762778,117
CA,Tuktoyaktuk,CYUB,,-133.026389,69.433334,15
CA,Aklavik,CYKD,,-135.005833,68.223333,23
CA,Dawson City,CYDA,,-139.127778,64.043056,1215
CA,Old Crow,CYOC,,-139.839167,67.570556,824
CA,Fort Mcpherson,CZFM,,-134.860556,67.4075,116
CA,Fort Good Hope,CYGH,,-128.650833,66.240833,268
CA,Kugluktuk,CYCO,,-115.143889,67.816667,74
CA,Baker Lake,CYBK,,-96.077778,64.298889,59
CA,Coral Harbour,CYZS,,-83.359444,64.193333,210
CA,Repulse Bay,CYUT,,-86.224722,66.521389,80
CA,Cape Dorset,CYTE,,-76.526667,64.23,164
CA,Qikiqtarjuaq,CYVM,,-64.031389,67.545833,21
CA,Pangnirtung,CYXP,,-65.713611,66.145,75
CA,Puvirnituq,CYPX,,-77.286944,60.050556,74
CA,Ivujivik,CYIK,,-77.925278,62.417333,126
CA,Arviat,CYEK,,-94.070833,61.094166,32
CA,Fort Resolution,CYFR,,-113.689722,61.180832,526
CA,Wrigley,CYWY,,-123.436667,63.209444,489
CA,Jean Marie River,CET9,,-120.61667,61.516666,470
CA,Mayo,CYMA,,-135.868333,63.616389,1653
CA,Teslin,CYZW,,-132.742778,60.172779,2313
CA,Faro,CZFA,,-133.375833,62.2075,2351
CA,Burwash,CYDB,,-139.040556,61.371111,2647
CB,Phnom Penh Intl,VDPP,,104.844139,11.546556,40
CB,Siem Reap,VDSR,,103.81284,13.410666,60
CB,Battambang,VDBG,,103.224408,13.095564,59
CB,Stung Treng,VDST,,106.014531,13.531897,203
CB,Kampong Chhnang,VDKH,,104.563875,12.255236,56
CB,Sihanukville,VDSV,,103.636828,10.579686,33
CD,Faya Largeau,FTTY,,19.111078,17.917053,771
CD,Abeche,FTTC,,20.844333,13.847,1788
CD,Moundou,FTTD,,16.071419,8.624406,1407
CD,Ndjamena Hassan Djamous,FTTJ,,15.034019,12.133689,968
CE,Koggala,VCCK,,80.320272,5.993683,10
CE,Batticaloa,VCCB,,81.678783,7.705756,20
CE,China Bay,VCCT,,81.181853,8.538514,6
CE,Amparai,VCCG,,81.625881,7.337081,150
CE,Bandaranaike Intl Colombo,VCBI,,79.884117,7.180756,30
CE,Minneriya,VC12,,80.981375,8.049806,170
CE,Kankesanturai,VCCJ,,80.070089,9.792331,33
CE,Anuradhapura,VCCA,,80.4279,8.301486,324
CE,Wirawila,VCCW,,81.235189,6.254494,50
CE,Vavuniya,VC13,C14,80.497367,8.741394,299
CE,Katukurunda,VCCN,,79.977539,6.552125,10
CE,Colombo Ratmalana,VCCC,,79.886208,6.821994,22
CE,Sigiriya,VC15,,80.7285,7.956667,630
CF,Owando,FCOO,,15.950094,-0.53135,1214
CF,Ouesso,FCOU,,16.037917,1.615994,1158
CF,Pointe Noire,FCPP,,11.886597,-4.816028,55
CF,Maya Maya,FCBB,,15.253031,-4.2517,1048
CG,Kolwezi,FZQM,,25.505714,-10.765886,5007
CG,Bangoka Intl,FZIC,,25.337973,0.481639,1417
CG,Ndolo,FZAB,,15.327342,-4.326689,915
CG,Lubumbashi Intl,FZQA,,27.530889,-11.591333,4295
CG,Kikwit,FZCA,,18.785631,-5.035767,1572
CG,Kitona Base,FZAI,,12.447694,-5.918056,394
CG,Kamina Base,FZSA,,25.252897,-8.642025,3543
CG,Lisala,FZGA,,21.496906,2.170658,1509
CG,Bunia,FZKA,,30.220833,1.565719,4045
CG,Mbandaka,FZEA,,18.288744,0.0226,1040
CG,Kalemie,FZRF,,29.25,-5.875556,2569
CG,Bandundu,FZBO,,17.381683,-3.311319,1053
CG,Ndjili Intl,FZAA,,15.444569,-4.38575,1027
CG,Gbadolite,FZFD,,20.975283,4.253206,1509
CG,Mbuji Mayi,FZWA,,23.569008,-6.121236,2221
CG,Gemena,FZFK,,19.771258,3.235369,1378
CG,Bukavu Kavumu,FZMA,,28.808803,-2.308978,5643
CG,Muanda,FZAG,,12.351789,-5.930858,89
CG,Goma,FZNA,,29.238464,-1.670814,5089
CG,Kananga,FZUA,,22.469166,-5.900055,2139
CG,Buta Zega,FZKJ,,24.793706,2.818347,1378
CG,Matari,FZJH,,27.588253,2.827606,2438
CG,Kisangani Simisini,FZIA,,25.155014,0.5175,1289
CG,Kindu,FZOA,,25.915361,-2.919178,1630
CG,Kotakoli,FZFP,,21.650917,4.157639,1801
CH,Dongshan,ZBLA,,119.825,49.204997,2169
CH,Jiangbei,ZUCK,,106.641678,29.719217,1365
CH,Zhengding,ZBSJ,,114.6973,38.280686,233
CH,Yaoqiang,ZSJN,,117.215992,36.857214,76
CH,Meilan,ZJHK,,110.458961,19.934856,75
CH,Lukou,ZSNJ,,118.862025,31.742042,49
CH,Kashi,ZWSH,,76.019956,39.542922,4529
CH,Changle,ZSFZ,,119.663272,25.935064,46
CH,Laishan,ZSYT,,121.371667,37.401667,59
CH,Liangjiang,ZGKL,,110.039197,25.218106,570
CH,Pudong,ZSPD,,121.805214,31.143378,13
CH,Phoenix Intl,ZJSY,,109.412269,18.302892,92
CH,Hailang,ZYMD,,129.568972,44.524072,883
CH,Jiamusi,ZYJM,,130.465389,46.843394,262
CH,Gasa,ZPJH,,100.759611,21.973914,1815
CH,Yanji,ZYYJ,,129.451258,42.8828,624
CH,Sanjiazi,ZYQQ,,123.918131,47.239628,477
CH,Xinzheng,ZHCC,,113.840889,34.519672,495
CH,Baiyun Intl,ZGGG,,113.298786,23.392436,50
CH,Dashuipo,ZSWH,,122.228897,37.187142,145
CH,Xiaoshan,ZSHC,,120.434453,30.229503,23
CH,Longdongbao,ZUGY,,106.800703,26.538522,3736
CH,Changbei Intl,ZSCN,,115.9,28.865,143
CH,Longjia,ZYCC,,125.685356,43.996214,706
CH,Capital Intl,ZBAA,,116.584556,40.080111,116
CH,Hongqiao Intl,ZSSS,,121.336319,31.197875,10
CH,Taiping,ZYHB,,126.250328,45.623403,457
CH,Baita,ZBHH,,111.824103,40.851422,3556
CH,Diwopu,ZWWW,,87.474244,43.907106,2125
CH,Taoxian,ZYTX,,123.483425,41.639842,198
CH,Hotan,ZWTN,,79.864933,37.038522,4672
CH,Zhoushuizi,ZYTL,,121.5386,38.965667,107
CH,Binhai,ZBTJ,,117.346183,39.124353,10
CH,Wusu,ZBYN,,112.628428,37.746897,2575
CH,Zhongchuan,ZLLL,,103.620775,36.515242,6388
CH,Luogang,ZSOF,,117.298436,31.780019,108
CH,Huanghua,ZGHA,,113.219633,28.189158,217
CH,Shuangliu,ZUUU,,103.947086,30.578528,1625
CH,Wujiaba,ZPPP,,102.743536,24.992364,6217
CH,Qingshan,ZUXC,,102.184361,27.989083,5112
CH,Wuxu,ZGNN,,108.172442,22.608267,421
CH,Liuting,ZSQD,,120.374436,36.266108,33
CH,Baoan Intl,ZGSZ,,113.810664,22.639258,13
CH,Lishe,ZSNB,,121.461906,29.826683,13
CH,Xianyang,ZLXY,,108.751592,34.447119,1572
CH,Gaoqi,ZSAM,,118.127739,24.544036,59
CH,Tianhe,ZHHH,,114.2081,30.783758,113
CI,Coposa,SCKP,,-68.683461,-20.750522,12468
CI,Desierto De Atacama,SCAT,,-70.779222,-27.261247,670
CI,Las Breas,SCTT,,-70.375872,-25.564278,2580
CI,La Chimba,SCMB,,-70.396111,-23.553611,131
CI,Panguilemo,SCTL,,-71.601681,-35.377825,371
CI,Eulogio Sanchez,SCTB,,-70.546667,-33.456278,2129
CI,De La Independencia,SCRG,,-70.775694,-34.173694,1446
CI,Mataveri Intl,SCIP,,-109.421831,-27.164792,227
CI,Las Marias,SCVL,,-73.241669,-39.796944,13
CI,Diego Aracena Intl,SCDA,,-70.181275,-20.535222,155
CI,Balmaceda,SCBA,,-71.689475,-45.916058,1722
CI,Capitan Fuentes Martinez,SCFM,,-70.319228,-53.2537,104
CI,Maria Dolores,SCGE,,-72.425444,-37.401731,374
CI,Pelicano,SCEC,,-70.887772,-29.144886,3678
CI,Barriles,SCBE,,-70.062908,-22.141092,3475
CI,La Florida,SCSE,,-71.199522,-29.916233,481
CI,General Bernardo O Higgins,SCCH,,-72.031367,-36.582497,495
CI,Victoria,SCTO,,-72.348611,-38.245556,1148
CI,Chanaral,SCRA,,-70.607308,-26.332542,97
CI,Guardiamarina Zanartu,SCGZ,,-67.626261,-54.931072,88
CI,Vina Del Mar,SCVM,,-71.478583,-32.949611,461
CI,Arturo Merino Benitez Intl,SCEL,,-70.785803,-33.392975,1555
CI,Chacalluta,SCAR,,-70.338742,-18.348531,167
CI,Carriel Sur Intl,SCIE,,-73.063106,-36.77265,26
CI,Oficina Victoria,SC49,,-69.625675,-20.734681,3280
CI,Canal Bajo Carlos Hott Siebert,SCJO,,-73.061042,-40.611208,187
CI,Cerro Moreno Intl,SCFA,,-70.4451,-23.444478,455
CI,Quintero,SCER,,-71.521711,-32.790214,12
CI,Almirante Schoeders,SCDW,,-70.470525,-53.6107,160
CI,Vallenar,SCLL,,-70.755997,-28.596403,1725
CI,El Loa,SCCF,,-68.903575,-22.498175,7543
CI,Canchones West,SC1A,,-69.641458,-20.427086,3251
CI,Maquehue,SCTC,,-72.637097,-38.766819,304
CI,Carlos Ibanez Del Campo Intl,SCCI,,-70.854586,-53.002642,139
CI,El Bosque,SCBQ,,-70.6884,-33.5618,1844
CI,El Tepual Intl,SCTE,,-73.093953,-41.438886,294
CI,Ricardo Garcia Posada,SCES,,-69.7652,-26.311128,5240
CI,Isla San Felix,SCFX,,-80.096214,-26.293864,165
CI,Pichoy,SCVD,,-73.086111,-39.649956,59
CI,San Pedro De Atacama,SCPE,,-68.158436,-22.921742,7960
CI,Caldera,SCCL,,-70.795306,-27.078053,180
CI,Auco,SC1B,,-71.110828,-31.577808,1420
CI,Las Tacas,SCQT,,-71.364106,-30.096403,140
CI,Pucon,SCPC,,-71.915856,-39.292794,853
CI,Villa Portales,SCQY,,-71.354825,-38.449853,3182
CI,Futaleufu,SCFT,,-71.851112,-43.189167,1148
CI,Chaiten,SCTN,,-72.699114,-42.932808,13
CI,Chile Chico,SCCC,,-71.687405,-46.583341,1070
CI,Teniente Vidal,SCCY,,-72.106133,-45.594211,1020
CI,Cochrane,SCHR,,-72.588417,-47.243847,643
CI,Teniente Julio Gallardo,SCNT,,-72.52835,-51.671475,217
CI,Santa Rosa De Tabali,SCOT,,-71.400967,-30.676525,787
CJ,Gerrard Smith Intl,MWCB,,-79.882789,19.686981,8
CJ,Owen Roberts Intl,MWCR,,-81.35775,19.292778,8
CK,Cocos Keeling Island,YPCC,,96.833889,-12.188333,10
CM,Foumban Nkounja,FKKM,,10.750817,5.636919,3963
CM,Yaounde Nsimalen,FKYS,,11.553269,3.722556,2278
CM,Douala,FKKD,,9.719481,4.006081,33
CM,Garoua,FKKR,,13.370103,9.335892,794
CM,Salak,FKKL,,14.257361,10.451392,1390
CM,Ngaoundere,FKKN,,13.559242,7.357011,3655
CM,Yaounde Ville,FKKY,,11.523461,3.836039,2464
CM,Bamenda,FKKV,,10.122639,6.039239,4065
CM,Tiko,FKKC,,9.360528,4.089192,151
CM,Bafoussam,FKKU,,10.354583,5.536919,4347
CN,Bandaressalam,FMCI,,43.7664,-12.298108,46
CN,Prince Said Ibrahim,FMCH,,43.27185,-11.533661,93
CN,Ouani,FMCV,,44.430279,-12.131667,62
CO,Mani,SK52,,-72.323158,4.732144,573
CO,El Troncal,SK01,,-71.388864,7.021058,512
CO,Cravo Norte,SKCN,,-70.210714,6.316844,341
CO,El Yopal,SKYP,,-72.383975,5.319114,1028
CO,Paz De Ariporo,SKPZ,,-71.886603,5.876147,900
CO,Tunja,SKTJ,,-73.344494,5.541383,8940
CO,Baracoa,SKMG,,-74.846092,9.284739,178
CO,Marandua Ab,SKUA,,-68.6856,5.524483,285
CO,Otu,SKOT,,-74.715497,7.010369,2060
CO,Farfan,SKUL,,-76.235133,4.088358,3132
CO,El Bagre,SKEB,,-74.808942,7.596469,180
CO,Puerto Nare,SKPN,,-74.590589,6.210019,476
CO,Puerto Berrio,SKPR,,-74.410475,6.460344,445
CO,Caucasia,SKCU,,-75.198461,7.968469,174
CO,Villa Garzon,SKVG,,-76.605558,0.978767,1248
CO,Tres Esquinas Ab,SKTQ,,-75.234025,0.7459,585
CO,Yaguarito,SK53,,-73.340056,3.881639,836
CO,Obando,SKPD,,-67.906172,3.853531,460
CO,San Bernardo,SKMP,,-74.437967,9.258719,60
CO,Cicuco,SKIO,,-74.652336,9.268781,65
CO,Jose Maria Cordova,SKRG,,-75.423119,6.164536,6955
CO,Palonegro,SKBG,,-73.184778,7.1265,3897
CO,San Luis,SKIP,,-77.671764,0.861925,9765
CO,Puerto Carreno,SKPC,,-67.493164,6.184717,177
CO,Las Flores,SKBC,,-73.974931,9.045542,111
CO,Gomez Nino Apiay Ab,SKAP,,-73.562731,4.076069,1227
CO,Alfonso Bonilla Aragon Intl,SKCL,,-76.381583,3.543222,3162
