carrier,from_airport,to_airport,,long,lat,wac
AS,Warracknabeal,YWKB,,142.419444,-36.321111,397
AS,Corryong,YCRG,,147.887778,-36.182778,963
AS,Pearce,YPEA,,116.015,-31.667778,149
AS,Thangool,YTNG,,150.576111,-24.493889,644
AS,Mangalore,YMNG,,145.184167,-36.888333,467
AS,Tindal,YPTN,,132.377778,-14.521111,443
AS,Windorah,YWDH,,142.667222,-25.413056,452
AS,Gympie,YGYM,,152.701944,-26.282778,260
AS,Bathurst Island,YBTI,,130.619722,-11.769167,67
AS,Birdsville,YBDV,,139.3475,-25.8975,159
AS,Condobolin,YCDO,,147.209167,-33.064444,650
AS,Hillston,YHLS,,145.523333,-33.493333,403
AS,Proserpine Whitsunday Coast,YBPN,,148.552222,-20.495,82
AS,Walgett,YWLG,,148.125833,-30.032778,439
AS,Geraldton,YGEL,,114.7075,-28.796111,121
AS,Dysart,YDYS,,148.363889,-22.622222,670
AS,Latrobe Valley,YLTV,,146.470278,-38.207222,180
AS,Gingin,YGIG,,115.863333,-31.465278,247
AS,Ayr,YAYR,,147.329167,-19.584444,41
AS,Temora,YTEM,,147.511667,-34.421389,921
AS,Barrow Island,YBWX,,115.406111,-20.864444,26
AS,Wangaratta,YWGT,,146.306944,-36.415833,504
AS,Evans Head,YEVD,,153.420278,-29.093333,20
AS,Coffs Harbour,YSCH,,153.116389,-30.320556,18
AS,Ingham,YIGM,,146.151667,-18.660556,49
AS,Bourke,YBKE,,145.951667,-30.039167,352
AS,Maryborough,YMYB,,152.715,-25.513333,38
AS,Moruya,YMRY,,150.144444,-35.897778,14
AS,Blackwater,YBTR,,148.806944,-23.603056,657
AS,Bedourie,YBIE,,139.460278,-24.346111,300
AS,Kingscote,YKSC,,137.521389,-35.713889,24
AS,Canberra,YSCB,,149.195,-35.306944,1886
AS,Learmonth,YPLM,,114.088611,-22.235556,19
AS,Gunnedah,YGDH,,150.250556,-30.961111,863
AS,Garden Point,YGPT,,130.421944,-11.4025,90
AS,Wyndham,YWYM,,128.153056,-15.511389,14
AS,Milingimbi,YMGB,,134.893611,-12.094444,53
AS,Port Keats,YPKT,,129.529167,-14.25,91
AS,Oenpelli,YOEN,,133.005556,-12.325,30
AS,Jabiru,YJAB,,132.893056,-12.658333,85
AS,Ramingining,YRNG,,134.8975,-12.356389,206
AS,Numbulwar,YNUM,,135.716667,-14.271667,31
AS,Aurukun,YAUR,,141.720833,-13.353889,31
AS,Mornington Island,YMTI,,139.178056,-16.6625,33
AS,Kalkgurung,YKKG,,130.808056,-17.431944,646
AS,Fitzroy Crossing,YFTZ,,125.558611,-18.181944,368
AS,Halls Creek,YHLC,,127.669722,-18.233889,1346
AS,Telfer,YTEF,,122.228611,-21.715,970
AS,Wiluna,YWLU,,120.220556,-26.629167,1649
AS,Leinster,YLST,,120.703333,-27.843333,1631
AS,Kalbarri,YKBR,,114.261667,-27.69,515
AS,Mount Magnet,YMOG,,117.841667,-28.116111,1354
AS,Leonora,YLEO,,121.314722,-28.878056,1217
AS,Goodooga,YGDA,,147.376111,-29.073333,459
AS,Tibooburra,YTIB,,142.057778,-29.451111,584
AS,Lightning Ridge,YLRD,,147.984444,-29.456667,540
AS,Mungindi,YMGI,,149.058333,-28.966667,600
AS,Quirindi,YQDI,,150.513889,-31.490556,1054
AS,Tumut,YTMU,,148.240833,-35.262778,878
AS,Kerang,YKER,,143.939444,-35.751389,254
AS,Waikerie,YWKI,,140.030556,-34.183889,138
AS,Ceduna,YCDU,,133.709722,-32.130556,77
AS,Busselton,YBLN,,115.395278,-33.6925,55
AS,Bunbury,YBUN,,115.676667,-33.378333,53
AS,King Island,YKII,,143.878333,-39.8775,132
AS,Nhill,YNHL,,141.640833,-36.309722,454
AS,Millicent,YMCT,,140.366111,-37.583611,56
AS,Saint Arnaud,YSTA,,143.185833,-36.636667,639
AS,Maryborough,YMBU,,143.708889,-37.033056,766
AS,Benalla,YBLA,,146.006667,-36.551944,569
AS,Merimbula,YMER,,149.901389,-36.908611,7
AS,Mount Keith,YMNE,,120.554722,-27.286389,1792
AS,Mcarthur River Mine,YMHU,,136.083611,-16.4425,131
AU,Graz,LOWG,,15.439628,46.991067,1115
AU,Schwechat,LOWW,,16.569722,48.110278,600
AU,Wiener Neustadt East,LOAN,,16.260139,47.843333,896
AU,Innsbruck,LOWI,,11.343964,47.260219,1906
AU,Salzburg,LOWS,,13.004333,47.793304,1411
AU,Zeltweg,LOXZ,,14.744223,47.202751,2220
AU,Klagenfurt,LOXK,,14.337739,46.642514,1470
AU,Linz,LOWL,,14.187511,48.233219,978
AU,Wels,LOLW,,14.040861,48.183304,1043
AV,Wallblake,TQPF,,-63.055084,18.204834,127
AY,Mcmurdo Station Pegasus Field,NZPG,,166.524609,-77.963441,18
AY,Mcmurdo Station Ice Runway,NZIR,,166.468761,-77.85395,1
AY,Mcmurdo Station,NZWD,,167.056572,-77.867358,68
AY,Petrel,SA47,,-56.231278,-63.478972,15
AY,Teniente Rodolfo Marsh Martin,SCRM,,-58.986667,-62.190833,147
AY,Base Marambio,SAWB,,-56.630833,-64.238335,760
AY,Palmer Station,NZ12,,-64.054443,-64.775002,149
AY,South Pole Station,NZSP,,0,-89.999997,9300
BA,Shaikh Isa,OBBS,,50.590557,25.918362,136
BA,Bahrain Intl,OBBI,,50.63361,26.270834,6
BB,Grantley Adams Intl,TBPB,,-59.492456,13.074603,169
BC,Jwaneng,FBJW,,24.690971,-24.602333,3900
BC,Francistown,FBFT,,27.474525,-21.159597,3283
BC,Sir Seretse Khama Intl,FBSK,,25.918208,-24.555225,3299
BC,Maun,FBMN,,23.431086,-19.972564,3093
BC,Kasane,FBKE,,25.1624,-17.832875,3289
BC,Thebephatshwa,FBTP,,25.347272,-24.221122,3750
BC,Selebi Phikwe,FBSP,,27.828767,-22.05835,2925
BC,Sua Pan,FBSN,,26.115778,-20.553361,2985
BD,Bermuda Intl,TXKF,,-64.678703,32.364042,12
BE,Bertrix,EBBX,,5.223889,49.891667,1514
BE,Wevelgem,EBKT,,3.204722,50.817222,64
BE,Ursel,EBUL,,3.474361,51.144133,95
BE,Zoersel,EBZR,,4.753333,51.264722,53
BE,Sint Truiden,EBST,,5.201667,50.791944,246
BE,Weelde,EBWE,,4.960194,51.394783,105
BE,Zutendaal,EBSL,,5.590556,50.9475,312
BE,Liege,EBLG,,5.443222,50.637417,659
BE,Beauvechain,EBBE,,4.768333,50.75861,370
BE,Oostende,EBOS,,2.862222,51.198889,13
BE,Chievres Ab,EBCV,,3.831,50.575833,193
BE,Koksijde,EBFN,,2.652778,51.090278,20
BE,Kleine Brogel,EBBL,,5.47,51.168333,200
BE,Brussels South,EBCI,,4.453817,50.459197,614
BE,Brussels Natl,EBBR,,4.484444,50.901389,184
BE,Deurne,EBAW,,4.460278,51.189444,39
BE,Florennes,EBFS,,4.645833,50.243333,935
BE,Saint Hubert Mil,EBSU,,5.404167,50.035833,1930
BF,Staniel Cay,MYES,,-76.439056,24.169083,5
BF,New Port Nelson,MYRP,,-74.836186,23.684378,15
BF,South Bimini,MYBS,,-79.264656,25.699881,10
BF,Deadmans Cay,MYLD,,-75.093597,23.179014,9
BF,Marsh Harbour,MYAM,,-77.083472,26.511406,6
BF,Matthew Town,MYIG,,-73.666862,20.975,8
BF,Spring Point,MYAP,,-73.970858,22.441828,11
BF,Treasure Cay,MYAT,,-77.391269,26.745336,8
BF,Chub Cay,MYBC,,-77.88085,25.417108,5
BF,Stella Maris,MYLS,,-75.270475,23.581444,10
BF,Arthurs Town,MYCA,,-75.673775,24.629417,18
BF,San Salvador,MYSM,,-74.523967,24.063275,24
BF,Clarence A Bain,MYAB,,-77.684614,24.287664,19
BF,Fresh Creek,MYAF,,-77.795611,24.698283,5
BF,Grand Bahama Intl,MYGF,,-78.695553,26.558686,7
BF,Rock Sound,MYER,,-76.177739,24.8917,10
BF,Great Harbour Cay,MYBG,,-77.840114,25.738331,18
BF,Congo Town,MYAK,,-77.589758,24.158933,15
BF,North Eleuthera,MYEH,,-76.683489,25.474861,13
BF,Colonel Hill,MYCI,,-74.182353,22.745561,5
BF,Governors Harbour,MYEM,,-76.331011,25.284706,26
BF,Exuma Intl,MYEF,,-75.877958,23.562631,9
BF,Lynden Pindling Intl,MYNN,,-77.466231,25.038958,16
BF,Spanish Cay,MYAX,,-77.543797,26.950286,10
BF,New Bight,MYCB,,-75.452331,24.315292,5
BF,San Andros,MYAN,,-78.048997,25.053814,5
BF,Normans Cay,MYEN,,-76.820214,24.594258,8
BF,Sandy Point,MYAS,,-77.395483,26.004639,8
BF,Mayaguana,MYMM,,-73.0135,22.379528,11
BF,George Town,MYEG,,-75.78167,23.466667,5
BF,Duncan Town,MYRD,,-75.729456,22.181803,6
BG,Osmany Intl,VGSY,,91.866783,24.963242,50
BG,Jessore,VGJR,,89.160833,23.1838,20
BG,Ishurdi,VGIS,,89.049446,24.1525,45
BG,Shah Amanat Intl,VGEG,,91.813286,22.249611,12
BG,Saidpur,VGSD,,88.908869,25.759228,125
BG,Coxs Bazar,VGCB,,91.963889,21.452194,12
BG,Tejgaon,VGTJ,,90.382689,23.778783,24
BG,Zia Intl,VGZR,,90.397781,23.843333,30
BG,Shah Mokhdum,VGRJ,,88.616511,24.437219,64
BG,Barisal,VGBR,,90.301164,22.801031,23
BH,Philip S W Goldson Intl,MZBZ,,-88.308203,17.539144,15
BH,San Pedro,MZ10,,-87.971075,17.913936,4
BK,Banja Luka,LQBK,,17.297501,44.941444,400
BK,Sarajevo,LQSA,,18.331467,43.824583,1708
BK,Tuzla,LQTZ,,18.724783,44.458656,784
BK,Mostar,LQMO,,17.845878,43.2829,156
BL,Jorge Wilsterman,SLCB,,-66.177114,-17.421058,8360
BL,Tte De Av Salvador Ogaya G,SLPS,,-57.820586,-18.975281,439
BL,Juana Azurduy De Padilla,SLSU,,-65.288747,-19.007083,9527
BL,El Trompillo,SLET,,-63.171481,-17.811581,1371
BL,Capitan Nicolas Rojas,SLPO,,-65.723706,-19.543069,12913
BL,Tte Av Jorge Henrich Arauz,SLTR,,-64.918019,-14.818739,509
BL,Viru Viru Intl,SLVR,,-63.135364,-17.644756,1225
BL,Capitan Oriel Lea Plaza,SLTJ,,-64.701325,-21.555736,6084
BL,El Alto Intl,SLLP,,-68.192256,-16.513339,13325
BL,Heroes Del Acre,SLCO,,-68.782972,-11.040436,892
BL,Santa Ana Del Yacuma,SLSA,,-65.435158,-13.762208,472
BL,Juan Mendoza,SLOR,L48,-67.076236,-17.962589,12146
BL,Chimore,SLCH,,-65.141533,-16.990019,1000
BL,Yacuiba,SLYA,,-63.651669,-21.960925,2116
BL,Bermejo,SLBJ,,-64.312881,-22.773336,1250
BL,Tcnl Rafael Pabon,SLVM,,-63.405611,-21.255231,1306
BM,Ann,VYAN,,94.026133,19.769156,74
BM,Toungkomei,VY03,,98.735914,11.149414,92
BM,New Magway,VY02,,94.968661,20.153572,279
BM,Hommalinn,VYHL,,94.914033,24.899597,534
BM,Naypyidaw,VYEL,,96.201028,19.6235,302
BM,Kyaukhtu South,VYXG,,94.130278,21.406667,1345
BM,Kawthoung,VYKT,,98.538006,10.049258,180
BM,Thandwe,VYTD,,94.300119,18.460731,20
BM,Sittwe,VYSW,,92.872628,20.132708,27
BM,Pyay,VYPY,,95.266003,18.824478,120
BM,Lanywa,VYLY,,94.822617,20.940361,175
BM,Kyaukpyu,VYKP,,93.534836,19.426447,20
BM,Kengtung,VYKG,,99.635997,21.301611,2798
BM,Dawei,VYDW,,98.203636,14.103886,84
BM,Mawlamyine,VYMM,,97.660669,16.444747,52
BM,Myeik,VYME,,98.621478,12.439797,75
BM,Momeik,VYMO,,96.645272,23.092525,600
BM,Yangon Intl,VYYY,,96.133222,16.907305,109
BM,Bagan,VYBG,,94.930169,21.178756,312
BM,Banmaw,VYBM,,97.246153,24.269033,370
BM,Nampong,VYNP,,97.29515,25.354375,459
BM,Tachileik,VYTL,,99.935353,20.483831,1280
BM,Lashio,VYLS,,97.752183,22.977881,2450
BM,Coco Island,VYCI,,93.368531,14.141517,20
BM,Taungoo,VYTO,,96.401239,19.031275,160
BM,Myitkyina,VYMK,,97.351919,25.383636,475
BM,Shante,VYST,,95.914497,20.941668,630
BM,Loikaw,VYLK,,97.214825,19.691494,2940
BM,Kalay,VYKL,,94.051094,23.188811,499
BM,Heho,VYHH,,96.792044,20.747036,3858
BM,Putao,VYPT,,97.426269,27.329922,1500
BM,Anisakan,VYAS,,96.40605,21.955433,3000
BM,Chanmyathazi,VYCZ,,96.089586,21.940539,252
BM,Namsang,VYNS,,97.735922,20.890492,3100
BM,Mong Hsat,VYMS,,99.256825,20.516758,1875
BM,Pathein,VYPN,,94.779911,16.815233,20
BM,Hpa An,VYPA,,97.674581,16.893714,150
BM,Mandalay Intl,VYMD,,95.977928,21.702156,300
BN,Cadjehoun,DBBB,,2.384353,6.357228,19
BO,Vitebsk,UMII,,30.349639,55.1265,683
BO,Mogilev,UMOO,,30.095089,53.954861,637
BO,Minsk 2,UMMS,,28.030731,53.882469,670
BO,Grodno,UMMG,,24.053758,53.601967,443
BO,Minsk 1,UMMM,,27.539683,53.864472,748
BO,Gomel,UMGG,,31.016692,52.527022,471
BO,Brest,UMBB,,23.898056,52.108334,468
BP,Honiara Intl,AGGH,,160.054789,-9.428,28
BP,Munda,AGGM,,157.263092,-8.327969,10
BR,Sao Joaquim,SWSQ,,-69.389917,1.700244,541
BR,Major Brigadeiro Doorgal Borges,SBBQ,,-43.761056,-21.267167,3657
BR,Camocim,SB11,,-40.857994,-2.896183,16
BR,Sinop,SWSI,,-55.586636,-11.884983,1280
BR,Fazenda Agrocentro,SWWL,,-52.26645,-15.687322,1119
BR,Adustina,SNAH,,-38.088767,-10.580919,892
BR,Fonte Boa,SWOB,,-66.083228,-2.532614,207
BR,Humaita,SWHT,,-63.072094,-7.532119,230
BR,Novo Aripuana,SWNA,,-60.364878,-5.118033,118
BR,Jacareacanga,SBEK,,-57.776869,-6.233156,324
BR,Fazenda Rosa De Maio,SNRB,,-56.107494,-4.315214,102
BR,Araguatins,SJGU,,-48.115556,-5.684444,312
BR,Ourilandia Do Norte,SDOW,,-51.049947,-6.763097,751
BR,Uba,SNUB,,-42.881919,-21.120978,1115
BR,Divisa,SNDW,,-41.017222,-15.550556,3051
BR,Furnas,SBFU,,-46.335264,-20.702817,2413
BR,Campos Sales,SNCS,,-40.358458,-7.053019,2001
BR,Tamboril,SNTL,,-40.374608,-4.857831,1116
BR,Spessato Aviacao Agricola,SSEA,,-54.741942,-22.215878,1470
BR,Fazenda Cedro,SWCE,,-55.398703,-16.204264,2310
BR,Sao Miguel Do Araguaia,SWUA,,-50.197617,-13.331275,1249
BR,Patos De Minas 2,SNPD,,-46.491192,-18.67275,2793
BR,Joao Pinheiro,SNJP,,-46.12,-17.7875,2990
BR,Aracati,SNAT,,-37.800033,-4.567139,128
BR,Joao Pessoa Aeroclube,SNJO,,-34.841592,-7.091992,16
BR,Quixada,SNQX,,-38.987633,-4.979075,653
BR,Monteiro,SIBY,,-37.139961,-7.878244,2031
BR,Uberaba,SBUR,,-47.964778,-19.765,2655
BR,Alagoinhas,SDUO,,-38.380186,-12.175053,568
BR,Caceres,SWKC,,-57.629928,-16.043556,495
BR,Mocambinho,SNMK,,-43.979069,-15.093022,1519
BR,Catole Da Rocha,SIBU,,-37.756175,-6.362533,892
BR,Conceicao,SIBW,,-38.496544,-7.558225,1214
BR,Chapada Diamantina,SBLE,,-41.276969,-12.482289,1676
BR,Cabo Frio,SBCB,,-42.074269,-22.921681,14
BR,Fazenda Ribeirao,SSAD,,-52.917553,-18.764044,2736
BR,Hyran Garcete,SSHG,,-55.763886,-22.359364,2281
BR,Barra,SNBX,,-43.147494,-11.080767,1345
BR,Abaete,SNLI,,-45.494778,-19.155611,2178
BR,Euclides Da Cunha,SNEU,,-39.032664,-10.527311,1499
BR,Campo Alegre De Lourdes,SSRK,,-42.995089,-9.513906,1519
BR,Gurgueia,SNGG,,-44.371053,-9.05725,1066
BR,Xique Xique,SNXQ,,-42.683369,-10.834056,1384
BR,Juazeiro,SDKF,,-40.091356,-9.155539,1220
BR,Casa Nova,SDFX,,-40.937697,-9.157089,1247
BR,Jmf,SB26,,-40.4874,-10.495547,2759
BR,Dianopolis,SWDN,,-46.84675,-11.595411,2001
BR,Salinopolis,SNSM,,-47.334733,-0.695664,88
BR,Colatina,SNCX,,-40.579417,-19.486992,492
BR,Domingos Rego,SNDR,,-42.873661,-5.079792,373
BR,Araripina,SNAB,,-40.535533,-7.586756,2194
BR,Fazenda Lagoa Das Antas,SNLA,,-49.725125,-6.564786,900
BR,Bacabal,SNBI,,-44.820025,-4.227714,64
BR,Sao Felix Do Araguaia,SWFX,,-50.689575,-11.632408,650
BR,Catalao,SWKT,,-47.899664,-18.216833,2612
BR,Presidente Medici,SBRB,,-67.894072,-9.869158,633
BR,Torres,SBTR,,-49.809978,-29.414939,33
BR,Coxim,SSCI,,-54.714658,-18.477728,957
BR,Wilma Rebelo,SNWR,,-51.827036,-2.636594,201
BR,Tranquilo Testolin,SNTT,,-45.107561,-18.758197,2009
BR,Valenca,SNVB,,-38.992428,-13.296461,21
BR,Fazenda Alvorada,SWFQ,,-48.67925,-10.391992,943
BR,Fazenda Aratau,SNRR,,-50.163311,-4.151311,604
BR,Fazenda Bela Vista,SB29,,-48.534911,-6.870939,561
BR,Balbina,SWBL,,-59.412342,-1.924811,564
BR,Fazenda San Marino,SSSF,,-52.443889,-20.102222,1476
BR,Itapicuru,SNXH,,-44.020172,-4.513294,190
BR,Edmar Ferreira,SWYV,,-48.908047,-18.257472,1476
BR,Cacoal,SWKK,,-61.4777,-11.432844,640
BR,Xapuri,SWXU,,-68.485758,-10.663872,492
BR,Fazenda Pontal,SDLO,,-38.940039,-13.564764,12
BR,Fazenda Santa Monica,SNJV,,-43.738544,-15.997942,2077
BR,Diamantino,SWDM,,-56.400386,-14.376861,1476
BR,Fazenda Tapijara,SDTE,,-49.075917,-23.220025,1928
BR,Tangara Da Serra,SWTS,,-57.443544,-14.662044,1388
BR,Souto Soares,SNST,,-41.640653,-12.097308,2753
BR,Fazenda Rio Alegre,SWXK,,-56.89225,-13.274247,1240
BR,Sao Pedro Da Aldeia,SBES,,-42.092633,-22.812872,61
BR,Mucuge,SNQU,,-41.444069,-13.031186,3510
BR,Arapiraca,SNAL,,-36.6292,-9.775358,886
BR,Fazenda Guapore I,SNOM,,-60.220731,-15.006733,1001
BR,Fazenda Sao Francisco,SWSF,,-60.217222,-15.224092,863
BR,Fazenda Paiaguas,SIXP,,-57.450725,-14.072303,2038
BR,Fazenda Tucunare,SWTU,,-58.866608,-13.465589,1814
BR,Remanso,SNRM,,-42.115653,-9.579444,1381
BR,Porangatu,SWWA,,-49.158278,-13.404806,1201
BR,Aruana,SWNH,,-51.048106,-14.932506,820
BR,Piritiba,SNTR,,-40.569531,-11.738103,1896
BR,Utinga,SNUT,,-41.074464,-12.105533,1988
BR,Gentio De Ouro,SNGT,,-42.51815,-11.441678,3501
BR,Ceara Mirim,SB38,,-35.413858,-5.661206,171
BR,Fazenda Santa Monica,SWCD,,-48.646589,-15.93525,3888
BR,Rondonopolis,SWRD,,-54.724792,-16.585967,1467
BR,Fazenda Simarelli,SWSG,,-59.316778,-13.606783,2136
BR,Jundiai,SDJD,,-46.943472,-23.181697,2484
BR,Fazenda Itaipu,SWOG,,-56.955558,-13.764506,1469
BR,Conceicao Do Mato Dentro,SNKD,,-43.433889,-19.020278,2196
BR,Fazenda Indiara,SWID,,-49.774908,-13.314939,909
BR,Uruacu,SWWU,,-49.091056,-14.545206,1680
BR,Surucucu,SWUQ,,-63.646964,2.835283,2854
BR,Carazinho,SSKZ,,-52.816194,-28.322486,1854
BR,Amargosa,SNAZ,,-39.639922,-12.993644,1394
BR,Mozarlandia,SDOV,,-50.564072,-14.770364,1076
BR,Carinhanha,SNNH,,-43.797267,-14.298472,1483
BR,Formosa,SWFR,,-47.345694,-15.555083,3166
BR,Urucara,SWWK,,-57.755822,-2.528889,98
BR,Niquelandia,SWNQ,,-48.491525,-14.434869,2756
BR,Ibotirama,SNIT,,-43.222094,-12.168611,1398
BR,Cristalina,SDXB,,-47.645233,-16.790992,3937
BR,Fazenda Dos Castanhais,SNXG,,-49.361294,-6.774872,745
BR,Regional De Maringa Silvio Name Junior,SBMG,,-52.016406,-23.476392,1788
BR,Pirenopolis Centeral,SB06,,-48.982589,-15.848889,2625
BR,Canavieiras,SNED,,-38.954667,-15.667028,19
BR,Cacule,SDLK,,-42.2647,-14.481178,2064
BR,Pocoes,SNZP,,-40.345042,-14.522578,2772
BR,Macaubas,SNMC,,-42.672258,-13.025019,2133
BR,Castro Alves,SSRF,,-39.446744,-12.765717,869
BR,Hotel Transamerica,SBTC,,-38.999011,-15.355244,20
BR,Bahia Aeroclube,SNVR,,-38.665836,-13.024739,12
BR,Herbert Mata Pires,SNHP,,-40.474656,-12.402464,1188
BR,Linhares,SNLN,,-40.069472,-19.355228,131
BR,Fazenda Sao Rafael,SSPF,,-54.118742,-24.769514,1420
BR,Teixeira De Freitas,SNTF,,-39.6685,-17.5245,344
BR,Pirapora,SNPX,,-44.860278,-17.316944,1808
BR,Caldas Novas,SWKN,,-48.607492,-17.72525,2247
BR,Patrocinio,SNPJ,,-46.982742,-18.909439,3229
BR,Paracatu,SNZR,,-46.883064,-17.242572,2359
BR,Morrinhos,SB48,,-49.122147,-17.761497,2789
BR,Para De Minas,SNPA,,-44.601167,-19.842611,2598
BR,Unai,SNUN,,-46.927714,-16.356475,1998
BR,Senadora Eunice Michiles,SDCG,,-68.918953,-3.46545,335
BR,Fazenda Do Cantagalo,SNPH,,-44.145169,-15.395917,1576
BR,Capinopolis Aviac Agri Buttarello Ltda,SIMJ,,-49.547558,-18.659244,2005
BR,Fazenda Romaria,SIFR,,-47.559444,-18.870556,3310
BR,Fazenda Tropical,SWXC,,-61.298369,-12.885269,981
BR,Fazenda Sao Sebastiao,SB03,,-61.110247,-12.736336,919
BR,Abare,SDLI,,-39.115389,-8.736994,955
BR,Formosa Do Rio Preto,SDKJ,,-45.186678,-11.021586,1598
BR,Fazenda Buriti,SSNW,,-45.513922,-12.302461,2408
BR,Brigadeiro Lysias Rodrigues,SBPJ,,-48.356972,-10.291525,774
BR,Paranaiba,SSPN,,-51.199361,-19.651167,1446
BR,Benedito Mutran,SIBD,,-49.176153,-5.758569,551
BR,Camapua,SSBE,,-54.021142,-19.598442,1848
BR,Fazenda N S De Fatima,SIXO,,-59.658386,-13.984469,1070
BR,Igarape Bahia,SDLJ,,-50.580131,-6.047936,2257
BR,Costa Rica,SDXJ,,-53.167919,-18.491256,2428
BR,Luis Eduardo Magalhaes,SSQZ,,-45.894633,-12.106708,2408
BR,Fazenda Torrao De Ouro,SSZJ,,-54.501775,-18.1807,899
BR,Fazenda Congonhas,SNEW,,-50.951306,-19.662583,1375
BR,Embraer Unidade Gaviao Peixoto,SBGP,,-48.405078,-21.773683,1998
BR,Fazenda Villa Terezinha,SNFZ,,-43.940364,-17.405508,2765
BR,Bertin Ltda,SNND,,-49.472717,-18.935303,1815
BR,Porto Murtinho,SSPM,,-57.880194,-21.709558,260
BR,Bela Vista,SSBV,,-56.538589,-22.081636,770
BR,Fernandopolis,SDFD,,-50.215583,-20.276628,1640
BR,Jales,SDJL,,-50.546419,-20.293031,1496
BR,Presidente Prudente,SBDN,,-51.424639,-22.175056,1477
BR,Navirai,SSNB,,-54.180225,-23.034775,1329
BR,Fazenda Sao Joaquim Ob,SDJQ,,-51.007978,-20.828397,1276
BR,Companhia Agricola De Quata,SDQQ,,-50.638861,-22.286111,1919
BR,Fazenda Jatoba,SSHX,,-55.301856,-23.923789,1368
BR,Fazenda Nova California,SDEG,,-51.200842,-22.466692,1450
BR,Fazenda Santa Ilidia,SSBT,,-53.095003,-22.324333,1033
BR,Andira,SSAN,,-50.227533,-23.027342,1608
BR,Candote,SIUW,,-52.301583,-20.839236,1093
BR,Fazenda Menina,SSUY,,-51.476897,-20.640492,1115
BR,Fazenda Bonanca,SDFA,,-51.03075,-20.676361,1200
BR,Fazenda Floresta Negra,SSQF,,-54.698819,-23.814061,1623
BR,Itapeva,SDYW,,-48.881769,-23.941383,2320
BR,Aeroporto Estadual Arthur Siqueira,SDBP,,-46.537128,-22.978844,2887
BR,Campo Belo,SNCA,,-45.335139,-20.892317,3182
BR,Frutal,SNFU,,-48.958383,-20.002778,1808
BR,Guaxupe,SNGX,,-46.731175,-21.326428,2786
BR,Fazenda Itaquere,SDFI,,-48.266317,-21.654628,2257
BR,Tatui,SDTF,,-47.878333,-23.331889,2083
BR,Vera Cruz,SDVE,,-49.817242,-22.230156,2100
BR,Americana,SDAI,,-47.269442,-22.755786,2085
BR,Araras,SDAA,,-47.359267,-22.339122,2247
BR,Sesc Pantanal,SIPK,,-56.422183,-16.497394,348
BR,Ibitinga,SDIG,,-48.855694,-21.747278,1780
BR,Fazenda Bananeira,SDZS,,-49.079722,-20.58,1673
BR,Sao Sebastiao Do Paraiso,SNPY,,-46.983169,-20.948219,3110
BR,Fazenda Santa Helena,SDZH,,-45.493269,-22.890439,1804
BR,Iguatu,SNIG,,-39.293777,-6.346639,699
BR,Itaporanga,SIBZ,,-38.112692,-7.311661,958
BR,Rachid Saliba,SNRH,,-45.872222,-21.039444,2625
BR,Fazenda Nova Fronteira,SWYQ,,-56.437603,-11.467833,1135
BR,Fazenda Canada,SNZK,,-44.039056,-15.024333,1518
BR,Usina Sao Martinho,SDTY,,-48.114919,-21.339772,1713
BR,Base De Aviacao De Taubate,SBTA,,-45.516011,-23.040133,1908
BR,Dr Augusto De A Botelho,SDJA,,-47.862411,-22.195164,2569
BR,Ponte Nova,SNCZ,,-42.916533,-20.403328,1877
BR,Itaperuna,SDUN,,-41.875922,-21.219267,410
BR,Paramirim,SB05,,-42.229092,-13.490411,2096
BR,Marica,SDMC,,-42.830931,-22.91945,13
BR,Cristiano Ferreira Varella,SNBM,,-42.394389,-21.126056,886
BR,Aeroclube Nova Iguacu,SDNY,,-43.460308,-22.745336,164
BR,Joao Monteiro,SIVU,,-40.332622,-20.42285,16
BR,Helmuth Baungartem,SSLN,,-49.542497,-27.160017,1096
BR,Cacador,SBCD,,-50.939806,-26.788417,3376
BR,Nelson Pizzani,SIWE,,-50.956528,-27.212736,3223
BR,Horizontina,SSHZ,,-54.339075,-27.638311,1063
BR,Estancia Hercules,SSFE,,-54.598786,-25.460706,558
BR,Cachoeira Do Sul,SSKS,,-52.940836,-30.001867,253
BR,Ijui,SSIJ,,-53.846569,-28.368656,1197
BR,Fazenda Pedra Branca,SDIL,,-44.288967,-22.903433,10
BR,Chafei Amsei,SBBT,,-48.594086,-20.584547,1898
BR,Sao Vicente,SWTI,,-59.779878,-14.520339,791
BR,Palmeiras De Goias,SWGP,,-49.878936,-16.826919,1995
BR,Fazenda Sao Jose Do Parnaiba,SNFI,,-48.8615,-18.38725,1676
BR,Fazenda Mamoneira,SNTD,,-46.501056,-16.5862,1862
BR,Fazenda Santo Antonio 4,SDAS,,-51.283156,-21.275686,1141
BR,Fazenda Santo Antonio,SNFA,,-46.521247,-16.716153,1795
BR,Fazenda Santos Reis,SNSR,,-46.978681,-17.547903,2165
BR,Fazenda Dos Tres Rios,SIVD,,-46.2738,-16.944994,1722
BR,Jatapu,SJCW,,-58.511169,-1.712053,132
BR,Paraiso Do Tocantins,SWTO,,-48.932833,-10.174203,1083
BR,Pontezinha,SNPS,,-46.762389,-15.260056,3277
BR,Aurea,SB04,,-46.511739,-19.287419,3700
BR,Salinas,SNSS,,-42.321964,-16.20825,2504
BR,Fazenda Canada,SJER,,-50.338842,-17.361608,1841
